,Tweets
2138,"@gib_zzz @econetzimbabwe Hi Buddie, we are sorry you feel that way. Kindly note that the new bundles have more MB v… https://t.co/XJkdQ9bOj4"
2139,"@barca_bae02 @tudzaa @Mwana_waPastor Hi Buddies, the New Social Media Bouquets are as follows:
•Twitter plus #FREE… https://t.co/78dptaJQA4"
2140,"@tudzaa Hi Buddie, thank you for getting in touch. Kindly note all the data and social media bouquets are limited t… https://t.co/Ww12qthAd2"
2141,"@tudzaa Hi Buddie, thank you for getting in touch. Kindly note all the data and social media bouquets are limited t… https://t.co/V8Ga61Suxd"
2142,"@samjmbewe Hi Buddie, thank you for getting in touch. Kindly note all the data and social media bouquets are limite… https://t.co/pAoOE2Ev4l"
2143,"@munhu_wevhu Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2144,@Tapsmuzo84 Hi @EcoCashZW may you kindly assist. ^EVM
2145,"@progressivezim Hi Buddie, we apologize for the late response. Kindly note you can buy the new bundle packages by d… https://t.co/mMAKEMMttM"
2146,@TendekaiMunemo @EcoCashZW may you kindly assist. ^EVM
2147,"@AgnesEgnesn Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so w… https://t.co/xZvUghOH6u"
2148,"@sheumugwa Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, amount, date and meter… https://t.co/Fl7ZTyrSsj"
2149,"@sheumugwa Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, amount, date and meter… https://t.co/ZumFasQTUE"
2150,"@nyarie_m Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2151,"@MarshyBlessed Hi Buddie, kindly note that we had intermittent challenges on our system. Efforts are underway to ha… https://t.co/2Bn9kVSzAT"
2152,@rmahove Hi BaUlaah. Our apologies for the experience. We wish you the very best and many more years to come. Look… https://t.co/j9AoFBJStz
2153,"@Dumo_Dube Hi Buddie, we do value the feedback you provided. Thank you for the continued support. ^EC"
2154,"@StanleyVera5 Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2155,"@bravehearttawy Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2156,"@Audreybandaa888 @PJanasi Hi @Audreybandaa888, may you DM your number so we can check. ^EVM"
2157,"@Vany92mody @EcoCashZW Hi Vanessa, talk to us. How may we assist you? ^EVM"
2158,@KelvinCarol7 @econetzimbabwe @iflixZW @Otis_Mak @melmudiwa @tnavdeep @fayaz_king @MMasiyazi @FungaiMandiveyi… https://t.co/2ZbBRvk28p
2159,"@ngororagift Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so w… https://t.co/DAz7d6Qt17"
2160,"@LisaNyamadzawo Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2161,@the_tichie @econetzimbabwe @iflixZW @Otis_Mak @melmudiwa @tnavdeep @fayaz_king @MMasiyazi @FungaiMandiveyi… https://t.co/lBTjIUR4zG
2162,"@MMbwirire Hi Buddie, may you kindly check your DM for the response. ^EC"
2163,"@maiteejay2 Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2164,"@simbadzino @ZOLconnect @EcoCashZW Hi @EcoCashZW, may you kindly assist. ^EVM"
2165,"@wisdomtafadzwa Hi Buddie, we apologize for the late response. May you kindly check your DM for the detailed response. ^EC"
2166,"@smassy123 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2167,"@smassy123 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2168,"@Arnoldmakosa Hi Buddie, we apologize for the experience. Kindly advice if you are still facing slow data connectio… https://t.co/cAFoJ08O8a"
2169,"@panashenyambal Hi Buddie, thank you for the feedback. Kindly note that the Iflix bundle is a freebie that comes wi… https://t.co/rv7znGjtCZ"
2170,"@TFuramera Hi Buddie, we apologize for the experience. Kindly open the Buddie Beatz App:
•Click the menu tab
•Selec… https://t.co/diSqJU13Ev"
2171,"@StanleyVera5 Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2172,"@gmapindu Hi Buddie, may you kindly check your DM and  respond for further assistance. ^EC"
2173,"@onnyd Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2174,"@tafie_mcsmit Hi Buddie, thank you for getting in touch. We do value the feedback you provided and we have taken no… https://t.co/LTPKiAAmvY"
2175,"@IsheAnesu_ Hi Buddie, kindly note that the new social media bouquets allow you to get more value out of the bundle… https://t.co/8Xde862sPT"
2176,"@ngadura Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2177,"@dennythatguy Hi Buddie, we apologize for the late response. Kindly note you can buy the new bundle packages by dia… https://t.co/3nRHqefRpX"
2178,"@__masibanda__ Hi Buddie, how may we help you? ^EC"
2179,"@Haruzivishej Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so… https://t.co/vA7FlWrFd6"
2180,"@TungaTekno Hi Buddie, we apologize for the experience. May you kindly check your DM for the detailed response. ^EC"
2181,"@grey__steve Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so w… https://t.co/H3tysac3Ci"
2182,"@DigeneralNyasha Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount… https://t.co/RTE43hXM00"
2183,"@DigeneralNyasha Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount… https://t.co/y5PFxJMXZ6"
2184,"@DigeneralNyasha Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount… https://t.co/ekKWcIPTU6"
2185,"@Sparkswhiteoff1 Hi Buddie, kindly bear with us as we work on your query. Take note that once the issue has been re… https://t.co/DU1mVbDSON"
2186,"@Maxy073 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2187,@EcoCashZW Okay on it. ^EC
2188,"@RegisMadzikanda Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount… https://t.co/RzLwfJdaH8"
2189,"@Maxy073 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2190,"@tarwernder Hi Tawanda, may you kindly DM your mobile number, device name, location and bundle value so we can check and assist. ^EC"
2191,"@Clappygizzle Hi Clappy, may you kindly DM your mobile number, bundle value and a brief outline of the issue so we can check and assist. ^EC"
2192,"@elijaH_chirindA Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2193,@ill_mind_of_Twz @econetzimbabwe @iflixZW @Otis_Mak @melmudiwa @tnavdeep @fayaz_king @MMasiyazi @FungaiMandiveyi… https://t.co/3PDsHVRG0n
2194,"@Archieb4 Hey there, may you DM your number and the name of the phone that you are using so we can check and advise. ^EVM"
2195,"@nqobizithaStrue Hey there, kindly check your DM. ^EVM"
2196,@Ndle_Nkosi Not to worry Trabadzo. May you DM your number and the name of the phone that you are using so we can ch… https://t.co/8eva7JrJQ4
2197,"@QMereka @EcoCashZW @Maxy_TheMan Hi @QMereka, may you provide us with the meter number. ^EVM"
2198,"@RandolphRara Good morning @RandolphRara. May you send us a DM with your number, the recipient's number, amount and… https://t.co/aUdltSTFg5"
2199,"@KelvinCarol7 Hie Kevie, may we have your mobile number. ^TFM"
2200,"@nkhata_shepherd Hie Senior, these are complimentary bundles. ^TFM"
2201,"@king_the_bugg Hie @king_the_bugg, these are social networking sites. Please go ahead and try them. ^TFM"
2202,"@DonMajukwa Hie @DonMajukwa, please check your messages. ^TFM"
2203,"@jayaguru_ZW Hie @jayaguru_ZW, thank you for the feedback. Kindly note that we are working on increasing WiFi Zones across the country. ^TFM"
2204,"@AyondaMakiwa Hie AyoeMa, may you please send your mobile number via direct messages so that we can assist. ^TFM"
2205,"@tafie_mcsmit Our apologies for your experience @tafie_mcsmit, may you please direct message your mobile number so that we can assist. ^TFM"
2206,"@Chimedzane Hie @Chimedzane, Twitter bouquet inovhura ma picture. Tipeiwo number dzenyu tiongorore. ^TFM"
2207,@tendaijoana Noted Teejay.
2208,@Fabio0083 Please note that the purchase failed. We are going to reverse the failed transaction. Our apologies for the inconvenience. ^TFM
2209,@CatherineMuzan1 You are welcome.
2210,"@voicemunya Hie Voice, noted."
2211,"@daniemush1 Hie Daniel, may we have your mobile number. ^TFM"
2212,"@CatherineMuzan1 Hie Cathey, please dial *111# then follow prompts. ^TFM"
2213,@TendekaiMunemo Noted.
2214,@Ashiemugaz85 It shows media @Ashiemugaz85. 🙂Please provide your mobile number so that we can assist. ^TFM
2215,"@kudzichidzikwe Hie Kudzai, may you please provide your mobile number so that we can assist. ^TFM"
2216,"@Fabio0083 Hie @Fabio0083, may we have your mobile number. ^TFM"
2217,"@_tatenda__ Hie Tatenda, we are looking into the issue. ^TFM"
2218,@kutizah Noted @kutizah 🙂
2219,"@arlingtonrufaro @tg_matongo Hie 🇿🇼@arlingtonrufaro, we are following up on the query. We will revert. Kindly note… https://t.co/yM7zCXKqvv"
2220,"@Ruenashe Hie Hazel, the transaction went through. May you please check with CUT. ^TFM"
2221,"@_tatenda__ Hie Tatenda, may we have your mobile number so that we can assist. ^TFM"
2222,"@_V_alerie_ Hie @_V_alerie_, sorry for the delay. We are attending to it. ^TFM"
2223,@hkmanjombo You are welcome. 🙂
2224,"@chrismasona1 Hie @chrismasona1, may we have your mobile number so that we can check and assist. ^TFM"
2225,@Nomatter_mbiza We are sorry for the delay. We have responded to you. ^TFM
2226,"@macdee421 Hie @macdee421, may we have your mobile number, meter number and amount so that we can assist. ^TFM"
2227,@anesukhun2 We are retrieving your token. We will advise once it is available. ^TFM
2228,"@chihlangud Hie @chihlangud, may we have your mobile number, meter number and amount so that we can assist. ^TFM"
2229,@hkmanjombo The service is no longer active on your number. ^TFM
2230,"@Ms_Tsuwie Hie @Ms_Tsuwie, may we have your mobile number so that we can assist. ^TFM"
2231,"@betterzim2019 Hie Godza, we are attending to it. ^TFM"
2232,"@Ms_Tsuwie Hie 🌸@Ms_Tsuwie, may we have your mobile number. ^TFM"
2233,"@therealmackoyDT Hie @therealmackoyDT, thank you for the feedback. ^TFM"
2234,"@Julery16 Hie 🇿🇼@Julery16, may we have your mobile number so that we can assist. ^TFM"
2235,"@josh_chamuka Hie Jolah, please note that the transaction was successful. ^TFM"
2236,"@xtractable_LD Hie @xtractable_LD, may you please send STOP to 30440 to deactivate the messages. ^TFM"
2237,"@SlimSEM_ Econet Support here, how may we help?"
2238,"@incredibletaku1 Hie Takudzwa, may we have your mobile number. ^TFM"
2239,@Regan_Crow Noted.
2240,@firebapiro May we have your mobile number so that we can assist. ^TFM
2241,"@noelmadonho Hie Gini, we are sorry about your experience. Please note that the failed transactions will be reverse… https://t.co/hapFPlNCTA"
2242,"@nyanduri74 Sorry about that Far Kure, may we have your mobile number so that we can check and assist. ^TFM"
2243,"@Chopperblades Hie @Chopperblades, thank you for chiming in. The Twitter bouquet show media. ^TFM"
2244,@bravehearttawy These are complimentary bundles 🎂@bravehearttawy. ^TFM
2245,@TheVillaine The free bundles are complimentary. 🙂
2246,"@Marvstr Thank you for the feedback Xerxes the Great, we will share with our team here. ^TFM"
2247,"@AmbassadorChid2 Hie @AmbassadorChid2, may we know which application you are referring to? ^TFM"
2248,"@Maxy073 Hie @Maxy073, may you please direct message your mobile number and full details of transactions so that we can assist. ^TFM"
2249,"@VengesaiTakunda Hie Takunda, may you please send us your mobile number and details of the transaction so that we can assist you. ^TFM"
2250,"@BakhileBM Hie Bakhile, please send STOP to 30440. ^TFM"
2251,@culvinmtetwa https://t.co/kbBJLIU9P7
2252,"@ThefruityO Hie Mari-Anne, have you tried to send STOP to 30440? ^TFM"
2253,"@simbadzino Hie Simba, may you please check your messages for our response. ^TFM"
2254,"@Langytaos008 Hie Langton, Pinterest is a social network that allows users to visually share, and discover new inte… https://t.co/uODz0gs4FV"
2255,"@hkmanjombo Hie thatguy, may you please dial *157# then select option 9 to deactivate the service. ^TFM"
2256,"@10dai_wekwa_Jim Hie Cde Congo, noted."
2257,"@anesukhun2 May you please direct message your mobile number, meter number and amount bought so that we can assist. ^TFM"
2258,"@chafacj Hie @chafacj, may we have your mobile number. ^TFM"
2259,"@Lemeilleure__ Hie ⚜@Lemeilleure_, the bundles are temporarily unavailable. We will advise once the bundles are restored. ^TFM"
2260,@tg_matongo We have responded to your latest tweet @tg_matongo. ^TFM
2261,"@tg_matongo Hie Tinashe, noted."
2262,@IsheAnesu_ https://t.co/pzhqk9EeqU
2263,"@TrustMhuka Hie Hitman, please send STOP to 30440 to disable the notifications. ^TFM"
2264,"@beaugoss_zw Hie @beaugoss_zw, may we have your number so that we can assist. ^TFM"
2265,"@zim_snow Hie @zim_now, may you please direct message your mobile number and transaction details so that we can assist. ^TFM"
2266,"@Haruzivishej Sorry about that Grandma, may you please direct message your mobile number so that we can assist. ^TFM"
2267,"@Maxy_TheMan @EcoCashZW, please assist."
2268,"@SirFreecent Noted, we are working on reversing the failed transaction. We will advise once we have completed the rollback. ^TFM"
2269,"@derickgatsheni Hie @derickgatsheni, may you please direct message your mobile number and full transaction confirma… https://t.co/v2gGj6hEGy"
2270,"@bosswitness Hie Witness, thank you for getting in touch. May you please send us a direct message with your mobile… https://t.co/Kf2LchozOq"
